1.7044	3.6651
1.6726	4.6705
1.4597	4.194
1.9761	4.1965
2.1897	3.1463
1.8348	4.1139
1.7501	4.3428
1.982	3.6816
1.9126	3.4987
1.5214	3.9072
2.6463	3.473
2.2205	3.9642
2.6405	4.1396
1.7511	4.6866
1.4406	4.0899
2.4038	3.729
2.0206	4.8171
1.6219	4.4126
1.9554	4.1154
0.9956	4.3358
2.542	3.746
1.5094	4.4282
1.6558	4.1343
2.6697	4.3125
1.5454	3.4763
1.7936	4.7678
1.7469	4.2172
2.8099	3.0414
2.0405	4.235
1.4595	4.6372
1.4377	4.3193
2.8678	4.6904
2.9687	4.6599
2.8175	3.5453
1.372	2.8472
1.8932	4.8944
1.9005	4.1954
2.1537	4.0102
1.7138	3.797
1.5112	3.2326
1.7766	4.1107
2.541	3.3128
3.1863	3.5804
2.1146	3.8957
1.8667	4.378
2.3508	4.1879
1.7562	3.3273
2.9312	4.7409
2.5534	4.0164
1.3862	4.9352
1.7044	9.6651
1.6726	10.6705
1.4597	10.194
1.9761	10.1965
2.1897	9.1463
1.8348	10.1139
1.7501	10.3428
1.982	9.6816
1.9126	9.4987
1.5214	9.9072
2.6463	9.473
2.2205	9.9642
2.6405	10.1396
1.7511	10.6866
1.4406	10.0899
2.4038	9.729
2.0206	10.8171
1.6219	10.4126
1.9554	10.1154
0.9956	10.3358
2.542	9.746
1.5094	10.4282
1.6558	10.1343
2.6697	10.3125
1.5454	9.4763
1.7936	10.7678
1.7469	10.2172
2.8099	9.0414
2.0405	10.235
1.4595	10.6372
1.4377	10.3193
2.8678	10.6904
2.9687	10.6599
2.8175	9.5453
1.372	8.8472
1.8932	10.8944
1.9005	10.1954
2.1537	10.0102
1.7138	9.797
1.5112	9.2326
1.7766	10.1107
2.541	9.3128
3.1863	9.5804
2.1146	9.8957
1.8667	10.378
2.3508	10.1879
1.7562	9.3273
2.9312	10.7409
2.5534	10.0164
1.3862	10.9352
7.3955	9.7069
7.6087	10.7687
7.6164	10.07
7.9464	9.0686
7.5115	9.7729
7.518	9.674
6.8104	10.0517
7.5809	9.8897
8.1287	9.8605
7.9081	9.6332
7.9162	9.9677
7.9415	9.278
8.0842	10.3062
7.7494	9.3382
7.6475	9.6692
8.2541	9.9269
7.7895	10.124
8.1146	9.9617
7.5203	10.8691
7.927	10.811
8.3723	10.3132
7.5548	10.0459
8.0695	9.5962
7.8819	9.7693
7.9623	9.297
7.8207	9.8127
6.9612	9.7645
7.9282	10.8756
8.6967	10.3766
8.3259	10.0325
7.8114	9.8536
7.6693	10.0414
8.1245	10.3831
7.8082	11.1184
7.7358	10.1634
8.0277	10.4317
8.6269	10.3397
6.74	10.2774
8.2924	10.5008
7.496	10.6297
8.4721	10.0221
6.788	9.8429
7.8881	10.1134
8.029	10.4983
7.7877	10.608
7.8985	9.7286
7.2435	10.4561
7.4368	9.9139
7.5925	9.832
